,Timestamp,true value
1648,1/13/2019 21:00,1
1649,1/13/2019 22:00,1
1650,1/13/2019 23:00,1
1651,1/14/2019 0:00,1
1652,1/14/2019 1:00,0.372727273
1653,1/14/2019 2:00,0.484536082
1654,1/14/2019 3:00,0.580246914
1655,1/14/2019 4:00,0.575301205
1656,1/14/2019 5:00,0.567398119
1657,1/14/2019 6:00,0.412698413
1658,1/14/2019 7:00,0.609271523
1659,1/14/2019 8:00,0.697802198
1660,1/14/2019 9:00,0.262357414
1661,1/14/2019 10:00,0.536842105
1662,1/14/2019 11:00,0.497237569
1663,1/14/2019 12:00,0.912547529
1664,1/14/2019 13:00,1
1665,1/14/2019 14:00,1
1666,1/14/2019 15:00,1
1667,1/14/2019 16:00,1
1668,1/14/2019 17:00,1
1669,1/14/2019 18:00,1
1670,1/14/2019 19:00,1
1671,1/14/2019 20:00,1
1672,1/14/2019 21:00,1
1673,1/14/2019 22:00,1
1674,1/14/2019 23:00,1
1675,1/15/2019 0:00,1
1676,1/15/2019 1:00,0.544270833
1677,1/15/2019 2:00,0.589371981
1678,1/15/2019 3:00,0.520782396
1679,1/15/2019 4:00,0.5657277
1680,1/15/2019 5:00,0.640151515
1681,1/15/2019 6:00,0.632911392
1682,1/15/2019 7:00,0.643794147
1683,1/15/2019 8:00,0.365853659
1684,1/15/2019 9:00,0.291666667
1685,1/15/2019 10:00,0.847715736
1686,1/15/2019 11:00,0.963321447
1687,1/15/2019 12:00,0.598915989
1688,1/15/2019 13:00,1
1689,1/15/2019 14:00,1
1690,1/15/2019 15:00,1
1691,1/15/2019 16:00,1
1692,1/15/2019 17:00,1
1693,1/15/2019 18:00,1
1694,1/15/2019 19:00,1
1695,1/15/2019 20:00,1
1696,1/15/2019 21:00,1
1697,1/15/2019 22:00,1
1698,1/15/2019 23:00,1
1699,1/16/2019 0:00,1
1700,1/16/2019 1:00,0.918552036
1701,1/16/2019 2:00,0.683229814
1702,1/16/2019 3:00,1
1703,1/16/2019 4:00,0.682051282
1704,1/16/2019 5:00,0.787878788
1705,1/16/2019 6:00,0.779069767
1706,1/16/2019 7:00,0.96875
1707,1/16/2019 8:00,0.881578947
1708,1/16/2019 9:00,0.951612903
1709,1/16/2019 10:00,0.981395349
1710,1/16/2019 11:00,0.71
1711,1/16/2019 12:00,0.956521739
1712,1/16/2019 13:00,1
1713,1/16/2019 14:00,1
1714,1/16/2019 15:00,1
1715,1/16/2019 16:00,1
1716,1/16/2019 17:00,1
1717,1/16/2019 18:00,1
1718,1/16/2019 19:00,1
1719,1/16/2019 20:00,1
1720,1/16/2019 21:00,1
1721,1/16/2019 22:00,1
1722,1/16/2019 23:00,1
1723,1/17/2019 0:00,1
1724,1/17/2019 1:00,0.641975309
1725,1/17/2019 2:00,0.976190476
1726,1/17/2019 3:00,0.898305085
1727,1/17/2019 4:00,0.833333333
1728,1/17/2019 5:00,0.93877551
1729,1/17/2019 6:00,0.724137931
1730,1/17/2019 7:00,0.949152542
1731,1/17/2019 8:00,0.780701754
1732,1/17/2019 9:00,0.932432432
1733,1/17/2019 10:00,0.982683983
1734,1/17/2019 11:00,0.986111111
1735,1/17/2019 12:00,0.921568627
1736,1/17/2019 13:00,1
1737,1/17/2019 14:00,1
1738,1/17/2019 15:00,1
1739,1/17/2019 16:00,1
1740,1/17/2019 17:00,1
1741,1/17/2019 18:00,1
1742,1/17/2019 19:00,1
1743,1/17/2019 20:00,1
1744,1/17/2019 21:00,1
1745,1/17/2019 22:00,1
1746,1/17/2019 23:00,1
1747,1/18/2019 0:00,1
1748,1/18/2019 1:00,0.492537313
1749,1/18/2019 2:00,0.744186047
1750,1/18/2019 3:00,0.774111675
1751,1/18/2019 4:00,0.626373626
1752,1/18/2019 5:00,0.835164835
1753,1/18/2019 6:00,0.794520548
1754,1/18/2019 7:00,0.802197802
1755,1/18/2019 8:00,0.922379032
1756,1/18/2019 9:00,0.937771346
1757,1/18/2019 10:00,0.777911164
1758,1/18/2019 11:00,0.901018923
1759,1/18/2019 12:00,0.927745665
1760,1/18/2019 13:00,1
1761,1/18/2019 14:00,1
1762,1/18/2019 15:00,1
1763,1/18/2019 16:00,1
1764,1/18/2019 17:00,1
1765,1/18/2019 18:00,1
1766,1/18/2019 19:00,1
1767,1/18/2019 20:00,1
1768,1/18/2019 21:00,1
1769,1/18/2019 22:00,1
1770,1/18/2019 23:00,1
1771,1/19/2019 0:00,1
1772,1/19/2019 1:00,1
1773,1/19/2019 2:00,0.72
1774,1/19/2019 3:00,1
1775,1/19/2019 4:00,0.814814815
1776,1/19/2019 5:00,0.70212766
1777,1/19/2019 6:00,0.833333333
1778,1/19/2019 7:00,1
