truth_values,gaussian,adarel,sarima,svr
0.93695272,0.794510887,0.789877498,0.67910846,1
1,0.915463392,1,1,1
1,0.992166701,1,1,1
1,1,1,1,0.896658196
1,1,1,1,0.833765998
1,1,1,1,0.87591696
1,1,1,1,0.889072384
1,0.984801131,1,1,0.887022817
1,0.958941152,1,1,0.881259545
1,0.937139573,1,1,0.879882305
1,0.921912603,1,1,0.883260335
1,0.913935058,1,1,0.886305704
1,0.912741499,1,0.99720165,0.885204207
1,0.91722356,0.618912524,0.66975907,0.883543723
0.88321168,0.865890857,0.713257874,0.7841139,0.861015872
0.92682927,0.857233961,0.759351558,0.77426327,0.83855791
0.56767677,0.67297468,0.686149032,0.68495327,0.561015819
0.64102564,0.587584004,0.723656512,0.72429464,0.552671446
0.95652174,0.703419045,0.792712938,0.74822473,1
1,0.823236336,0.792301439,0.75915289,1
0.37209302,0.592160495,0.797980478,0.57487951,0
0.88235294,0.692539666,0.868921045,0.51355972,0.917053137
0.78846154,0.724706505,0.882012959,0.62484975,1
1,0.859214698,0.912312114,0.74098541,1
0.53846154,0.716304536,0.766123849,0.63865953,0.263234283
1,0.845793205,1,1,1
1,0.935945164,1,1,1
1,0.991420296,1,1,1
1,1,1,1,0.948197129
1,1,1,1,0.853245551
1,1,1,1,0.858404273
1,0.998194283,1,1,0.885370533
1,0.977412604,1,1,0.891391147
1,0.957145107,1,1,0.882874315
1,0.940220524,1,1,0.881114262
1,0.928346277,1,1,0.88372653
1,0.922103785,1,0.99748272,0.886239411
0.7260274,0.781171433,0.559992766,0.62678376,0.764545268
0.54673367,0.594753647,0.589090099,0.68028562,0.5909018
0.61578267,0.510272417,0.580005888,0.61102974,0.611701254
0.56190476,0.442756966,0.555610147,0.63970209,0.674637044
0.40909091,0.339004243,0.615772474,0.67555717,0.56806768
0.425,0.296809556,0.621413534,0.5942475,0.579350459
0.6112532,0.386746095,0.563783816,0.52401632,0.647506057
0.91176471,0.627171678,0.65494926,0.73017592,0.908807471
0.89375,0.801922776,0.761526603,0.60521134,0.930491188
0.63188406,0.785335691,0.76485933,0.6471189,0.640990862
1,0.951312668,0.8143462,0.70127865,1
0.88644068,0.993967121,0.781137364,0.80044037,0.939278429
1,1,1,1,0.806721482
1,1,1,1,0.842195847
1,1,1,1,0.910471793
1,1,1,1,0.911975954
1,1,1,1,0.886788223
1,0.962230401,1,1,0.865915381
1,0.92832038,1,1,0.871197221
1,0.903808794,1,1,0.879840448
1,0.890098413,1,1,0.886305961
1,0.887628837,1,1,0.885715309
1,0.894124566,1,1,0.884580657
1,0.907314036,0.998022745,0.95515519,0.884165149
0.73825503,0.790219354,0.553216698,0.61325466,0.782929841
0.34513274,0.512888476,0.586203114,0.60369978,0.357901463
0.84269663,0.583532945,0.637940978,0.65696404,1
0.93333333,0.701477237,0.699970208,0.73873776,1
0.67488789,0.667686522,0.754388465,0.75752777,0.544096022
0.63446475,0.630341662,0.719628894,0.69950718,0.409376959
1,0.797603232,0.74245303,0.7380923,1
0.53623188,0.682307914,0.709608102,0.69767628,0.397979588
0.47311828,0.564697593,0.742141733,0.4523265,0.219167312
0.9520548,0.727065241,0.84027024,0.76022098,1
0.98429319,0.86227964,0.867188079,0.74611692,1
0.55769231,0.734346756,0.74172911,0.74100394,0.334921608
1,0.860045402,1,1,1
1,0.944167899,1,1,1
1,0.993372657,1,1,1
1,1,1,1,0.91990887
1,1,1,1,0.826451407
1,1,1,1,0.8696852
1,0.989095466,1,1,0.894380034
1,0.969480014,1,1,0.887131483
1,0.951328145,1,1,0.879310317
1,0.936941808,1,1,0.878489653
1,0.927567753,1,1,0.882077623
1,0.923483503,0.993232517,0.9104724,0.886216665
0.7,0.77162232,0.550837779,0.5619141,0.721881181
0.52941177,0.581857571,0.586866503,0.71446706,0.571781962
0.43589744,0.4118013,0.573221908,0.59474606,0.528087839
0.47826087,0.333460868,0.550276871,0.55049871,0.588271353
0.92592593,0.531433895,0.702660791,0.76932817,1
0.625,0.544709438,0.68962208,0.76114621,0.486862254
0.49079755,0.499468512,0.626822246,0.54852067,0.300671225
0.76623377,0.617316543,0.683259027,0.68619987,0.955046153
0.32727273,0.485096308,0.71585573,0.50222928,0.368671982
0.75806452,0.610772748,0.777265409,0.72608579,0.925116451
0.72072072,0.684276657,0.741173763,0.6137724,0.912205242
1,0.874437226,0.765850275,0.89794279,0.910262189
1,0.999227156,1,1,0.863818623
1,1,1,1,0.864095063
1,1,1,1,0.880122695
1,1,1,1,0.889443734
1,1,1,1,0.886023202
1,1,1,1,0.88320241
1,0.975436341,1,1,0.883507219
1,0.939680545,1,1,0.884006338
1,0.912606861,1,1,0.886689699
1,0.896045775,1,1,0.885134737
1,0.890176508,1,1,0.884587978
0.37272727,0.575013093,0.986838611,0.68655844,0.070083989
0.48453608,0.418302006,0.627093119,0.4413852,0.483022004
0.58024691,0.380035126,0.648474021,0.65015304,0.707924697
0.57530121,0.379483696,0.622921201,0.61531062,0.796931624
0.56739812,0.40263371,0.596972251,0.66188654,0.619245912
0.41269841,0.363793029,0.64877049,0.5947494,0.443550871
0.60927152,0.454759782,0.643501892,0.67355063,0.606664144
0.6978022,0.579680972,0.597187911,0.64120048,0.72707589
0.26235741,0.450761595,0.615753093,0.48765754,0.06861034
0.53684211,0.497281379,0.635719913,0.58500455,0.571205252
0.49723757,0.510156564,0.679130178,0.67006462,0.786683922
0.91254753,0.727121856,0.71864338,0.73004764,0.955070193
1,0.919399291,0.750705123,0.95981576,0.964579185
1,1,1,1,0.908501105
1,1,1,1,0.853197832
1,1,1,1,0.866388221
1,1,1,1,0.880988732
1,1,1,1,0.887834362
1,1,1,1,0.884644371
1,0.959767683,1,1,0.883213832
1,0.923840519,1,1,0.884152835
1,0.89887008,1,1,0.884989661
1,0.886027299,1,1,0.885485708
1,0.884632444,1,0.86757468,0.884811991
0.54427083,0.66124582,0.98470372,0.67532854,0.450055388
0.58937198,0.535937052,0.61834062,0.51627252,0.509145265
0.5207824,0.431804496,0.633790173,0.6272456,0.631989582
0.5657277,0.404694456,0.603143001,0.59993023,0.746267689
0.64015152,0.448678494,0.606751779,0.63104899,0.796096731
0.63291139,0.498983522,0.664587068,0.6640006,0.746136885
0.64379415,0.556492778,0.662873521,0.7107903,0.754056091
0.36585366,0.464939929,0.604753708,0.46840732,0.460151691
0.29166667,0.366419738,0.613960834,0.47566577,0.426069366
0.84771574,0.58448531,0.714242075,0.67449218,1
0.96332145,0.804616406,0.836112296,0.90790998,1
0.59891599,0.766499158,0.758648109,0.74578704,0.362927515
1,0.927322791,0.781128932,0.97121022,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,0.901716122
1,1,1,1,0.809945386
1,1,1,1,0.876197314
1,0.986505758,1,1,0.898450115
1,0.950321318,1,1,0.884662552
1,0.921419195,1,1,0.876234988
1,0.902219392,1,1,0.875959448
1,0.893340718,1,1,0.880240308
1,0.893987257,1,0.77637819,0.88518484
0.91855204,0.861132332,0.93486088,0.76031069,0.863138781
0.68322981,0.726461739,0.615264742,0.57362082,0.74843889
1,0.800692583,0.678061423,0.76311588,1
0.68205128,0.705426024,0.658413352,0.68116486,0.637180696
0.78787879,0.70001659,0.688682877,0.69054072,0.612874054
0.77906977,0.702613701,0.704989571,0.71452316,0.722843479
0.96875,0.809600902,0.750624733,0.73556734,0.977763537
0.88157895,0.847056335,0.694657706,0.60410343,1
0.9516129,0.908287956,0.743728799,0.80663319,0.96257814
0.98139535,0.9624632,0.79683211,0.85043255,0.896476992
0.71,0.854184104,0.820966086,0.78964317,0.766500041
0.95652174,0.893131832,0.851836898,0.90947129,0.975114548
1,0.937855604,0.959695063,1,1
1,0.963292022,1,1,1
1,0.97401222,1,1,0.959286901
1,0.974454912,1,1,0.885314939
1,0.968635046,1,1,0.852436401
1,0.960006721,1,1,0.873429644
1,0.951448568,1,1,0.885269328
1,0.944289504,1,1,0.888440671
1,0.939513219,1,1,0.884022245
1,0.937538188,1,1,0.882113966
1,0.938278269,1,1,0.885255312
1,0.940412187,1,0.8125771,0.885784189
0.64197531,0.761494693,0.893582185,0.65950095,0.624890086
0.97619048,0.807844966,0.63857099,0.73412887,1
0.89830509,0.810717956,0.723148498,0.73388704,1
0.83333333,0.786646552,0.730044794,0.75609363,0.792185279
0.93877551,0.829245834,0.761373653,0.77565893,0.770091954
0.72413793,0.755093069,0.796299152,0.78724012,0.766645419
0.94915254,0.820731055,0.822763203,0.77404154,0.904329538
0.78070175,0.785494403,0.77510384,0.66664344,0.87523877
0.93243243,0.839404444,0.82075287,0.83862081,0.845672518
0.98268398,0.904759486,0.820720067,0.82291321,0.872320212
0.98611111,0.950685048,0.895610873,0.92270596,0.881503079
0.92156863,0.94436779,0.926490791,0.96356968,0.867051134
1,0.972799965,1,1,0.888882082
1,0.986019352,1,1,0.883893694
1,0.987888224,1,1,0.884467379
1,0.982114648,1,1,0.885674184
1,0.972062121,1,1,0.886046619
1,0.960587701,1,1,0.885487657
1,0.950350428,1,1,0.885657258
1,0.941995974,1,1,0.885588567
1,0.936739813,1,1,0.885932339
1,0.934658138,1,1,0.886431758
1,0.935437558,1,1,0.885961571
1,0.938504248,0.974872557,0.76755411,0.885536062
0.49253731,0.683321857,0.943682376,0.69702609,0.347976468
0.74418605,0.634557271,0.704412033,0.69507503,0.846058139
0.77411168,0.630039597,0.752191643,0.69071848,1
0.62637363,0.566323965,0.764928208,0.72116769,0.68579649
0.83516484,0.642517414,0.745800434,0.70354021,0.748012129
0.79452055,0.690231851,0.820094822,0.82934085,0.780468786
0.8021978,0.736405521,0.80257912,0.73371477,0.811255265
0.92237903,0.835022144,0.804278054,0.76029046,0.83635739
0.93777135,0.911929558,0.854265311,0.89410343,0.835066051
0.77791116,0.876269741,0.831670544,0.81585037,0.82629521
0.90101892,0.903892516,0.873802705,0.88088417,0.818822024
0.92774567,0.927647959,0.922344904,0.96349016,0.823631656
1,0.971411806,0.992875057,1,0.89076564
1,0.991719646,1,1,0.88529873
1,0.994882374,1,1,0.881420598
1,0.986886426,1,1,0.881184634
1,0.973036171,1,1,0.884400853
1,0.957624455,1,1,0.886844617
1,0.944354301,1,1,0.885479176
1,0.934478387,1,1,0.885041947
1,0.928983421,1,1,0.885250673
1,0.927904297,1,1,0.885937058
1,0.930686255,1,1,0.88621363
1,0.93608575,0.960956248,0.69216625,0.886519459
1,0.943111719,0.898964828,0.85073372,0.885773316
0.72,0.806318648,0.714665264,0.76573874,0.753819721
1,0.856025072,0.739047396,0.7591141,1
0.81481482,0.803080753,0.808008064,0.83822254,0.826331093
0.70212766,0.712144813,0.769126864,0.72467704,0.638535735
0.83333333,0.721704569,0.833552529,0.83206961,0.764304143
1,0.823318565,0.85455414,0.84192046,1
1,0.902126048,0.863853963,0.85193041,1
1,0.958501918,0.877023591,0.90261426,1
0.62962963,0.803147782,0.866449903,0.8116967,0.598432529
0.7755102,0.762761717,0.892683331,0.84620461,0.780824293
1,0.850519033,0.951978775,0.97318949,1
1,0.914573173,1,1,1
1,0.957498828,1,1,0.993734792
1,0.982367278,1,1,0.874559245
1,0.992725289,1,1,0.843267929
1,0.992498856,1,1,0.89054004
1,0.985664157,1,1,0.895445815
1,0.975335281,1,1,0.883561111
1,0.96406055,1,1,0.879929543
1,0.953502371,1,1,0.882256024
1,0.945122006,1,1,0.886479939
1,0.939628161,1,1,0.888749887
1,0.937179897,0.973206305,0.77166629,0.885667757
0.19565217,0.523559427,0.865230211,0.59567481,0
0.87037037,0.583727995,0.787873084,0.77520637,1
0.95652174,0.691349175,0.761719925,0.7337509,1
0.2195122,0.407767455,0.791164656,0.6357026,0
0.84,0.536381047,0.796423792,0.71270296,0.786377025
1,0.730918897,0.893051357,0.89939676,1
0.74814815,0.752454067,0.886568067,0.83016226,0.674825278
0.4122807,0.596317324,0.884972233,0.72142335,0.213705336
0.90322581,0.735269214,0.811279562,0.71946325,1
0.81907895,0.793400229,0.853006814,0.80829521,0.920328055
0.7044335,0.770545587,0.913873919,0.87484909,0.594985045
0.9661017,0.879896717,0.960528631,0.9640069,1
1,0.966742909,1,0.998644,1
1,1,1,1,1
1,1,1,1,0.988308501
1,1,1,1,0.897665465
1,1,1,1,0.846960341
1,0.989451458,1,1,0.87645714
1,0.964881894,1,1,0.888075018
1,0.94322108,1,1,0.88927207
1,0.927017111,1,1,0.884300777
1,0.917449073,1,1,0.883442289
1,0.914588348,1,1,0.885905383
1,0.917600713,0.971014666,0.61121881,0.887684723
0.59839357,0.720520793,0.860806458,0.78035719,0.554044176
0.56910569,0.571683148,0.815381395,0.80678718,0.52881974
0.94285714,0.670430124,0.739694358,0.56938197,1
0.89285714,0.733882562,0.791447415,0.84755373,0.972373868
0.68,0.682677733,0.822592937,0.83085706,0.530218884
0.82575758,0.727813557,0.830407804,0.83377216,0.816792858
0.34482759,0.522282807,0.867552916,0.61308393,0.292295316
0.04808636,0.230120344,0.874318586,0.62778732,0
1,0.517620131,0.794568169,0.70189782,1
0.98850575,0.736842465,0.815214684,0.80367375,1
0.96742671,0.888215093,0.942992426,0.97961537,0.892628506
0.87,0.938857356,0.983057212,0.98787646,0.748000379
1,1,1,1,0.927765624
1,1,1,1,0.953325781
1,1,1,1,0.934211971
1,1,1,1,0.889934429
1,1,1,1,0.8618301
1,1,1,1,0.874348637
1,0.966810805,1,1,0.884926929
1,0.936283345,1,1,0.889906095
1,0.913705805,1,1,0.886455852
1,0.900373446,1,1,0.885209579
1,0.896271433,1,1,0.886931716
1,0.900128463,0.973009626,0.60522688,0.887627242
0.68911917,0.753533172,0.77944438,0.74364927,0.704882376
0.82320442,0.724118268,0.853982325,0.91502926,0.722473012
0.85606061,0.732669817,0.775830979,0.67300311,0.810944118
0.83458647,0.740754585,0.762007924,0.79441414,0.850093067
0.74655647,0.71230128,0.824539775,0.83885004,0.852704288
0.65703022,0.654844663,0.82350654,0.66205836,0.739924163
0.65033622,0.617892028,0.851656259,0.51120143,0.747076408
0.96183206,0.756581733,0.892634541,0.9762999,0.961407791
0.99433677,0.878806487,0.827932491,0.89235748,0.992916387
0.99704896,0.965445953,0.836820739,0.89833393,0.95958602
0.9852459,1,0.911948631,0.97147908,0.903743666
0.88095238,0.979491908,0.975891903,1,0.858585692
1,1,0.996538513,1,0.871627502
1,1,1,1,0.883392511
1,0.997905941,1,1,0.889951519
1,0.982059874,1,1,0.88687511
1,0.963696391,1,1,0.885707891
1,0.946379892,1,1,0.886475717
1,0.932778047,1,1,0.887047322
1,0.924044223,1,1,0.887419809
1,0.920530327,1,1,0.887636194
1,0.921944363,1,1,0.887632345
1,0.927056207,1,1,0.887574665
1,0.934661675,0.901472196,0.63290643,0.887278971
0.92788462,0.906954614,0.797798913,0.82386116,0.868968701
0.96428571,0.908085046,0.86990843,0.95257085,0.849623933
0.89010989,0.87437031,0.805516557,0.74766456,0.83549004
0.88135593,0.848239403,0.774167498,0.8074795,0.82690692
1,0.892547175,0.813654344,0.86100841,0.889831953
0.8742515,0.863834128,0.821583225,0.74623706,0.871765858
1,0.907601701,0.934068606,0.75875172,0.884917872
0.88970588,0.884116896,0.965951615,1,0.86487873
0.90909091,0.876140152,0.907650623,0.91454965,0.846500717
1,0.916183464,0.908308342,0.92083735,0.888490092
0.9800995,0.934347641,0.93866304,0.94788831,0.870004915
0.8986014,0.90394336,1,1,0.850795824
1,0.931023021,1,1,0.885781963
1,0.949120318,1,1,0.88747732
1,0.95982797,1,1,0.888321336
1,0.964746445,1,1,0.886588003
1,0.965410468,1,1,0.887779983
1,0.96327995,1,1,0.887782988
1,0.959931099,1,1,0.887725898
1,0.955992975,1,1,0.88768286
1,0.952449173,1,1,0.887664458
1,0.949609661,1,1,0.887733332
1,0.947775236,1,1,0.887959834
1,0.946950448,0.925317931,0.71102802,0.887944195
0.68217054,0.78691351,0.842986514,0.80072304,0.69314715
0.74489796,0.706191615,0.873743424,0.85703668,0.670483959
0.74782609,0.658869402,0.813664566,0.7148902,0.703506437
1,0.764078045,0.823216896,0.85543263,0.96296764
0.79207921,0.746629202,0.81103258,0.81396549,0.82947848
0.62531017,0.656705257,0.836158555,0.73311964,0.631644425
0.58072917,0.576557678,0.876280355,0.6554461,0.62191825
0.84455959,0.661527277,0.908454185,0.91660883,0.850064919
0.78571429,0.70292546,0.88260171,0.87857663,0.911725877
0.53153153,0.60897518,0.846547424,0.79781085,0.495219064
0.57857143,0.567766275,0.817370825,0.77213494,0.461239896
1,0.755571193,0.921393717,0.95371436,1
1,0.894199989,0.937361667,0.9835448,1
1,0.987270305,0.945583598,0.99531138,0.94754271
1,1,0.949928402,0.99783467,0.799861696
1,1,0.953762941,0.99899188,0.882040823
1,1,0.957234138,0.99952037,0.926891219
1,1,0.960453209,0.99975586,0.926656069
1,1,0.962942565,0.99987441,0.899970582
1,0.982293786,0.966972622,0.9999564,0.86594641
1,0.953976565,0.970205224,0.9999893,0.874126613
1,0.931053828,0.972857938,0.99999404,0.883291591
1,0.915448226,0.975776461,0.99999774,0.889224314
1,0.907638598,0.825196465,0.70342322,0.888752796
0.7,0.755840798,0.782445137,0.79027321,0.723236805
0.6969697,0.652973167,0.806418235,0.81842325,0.701286379
0.62222222,0.555684851,0.817937714,0.75367868,0.725492924
0.58064516,0.483032922,0.752939209,0.72406114,0.717176205
0.35164835,0.33603747,0.707331864,0.60630268,0.487835171
0.68421053,0.420951984,0.723280319,0.64550698,0.810244355
0.93607306,0.633244917,0.837893301,0.78287859,1
0.98752662,0.827917951,0.856196961,0.95568499,1
0.99599428,0.972707217,0.789503983,0.85999453,1
0.98672566,1,0.806638825,0.87863378,0.936588776
1,1,0.916711697,0.99052179,0.867273009
0.9798357,1,0.982984882,1,0.848215321
1,1,0.992158155,1,0.886398675
1,1,0.996104594,1,0.891246748
1,1,0.996980458,1,0.887365913
1,0.977984489,0.99795876,1,0.885852171
1,0.939357903,0.999084273,1,0.887030435
1,0.909386792,1,1,0.887650721
1,0.890672954,0.999471243,1,0.888399317
1,0.883285821,0.99944284,1,0.88696754
1,0.886098689,0.999870402,1,0.887674817
1,0.89726381,0.99992194,1,0.888001493
1,0.913402939,0.999129788,1,0.887951182
1,0.931908693,0.810235067,0.70250245,0.888241812
1,0.950173233,0.79182981,0.85145093,0.887587891
0.95121951,0.940758692,0.803044243,0.85011076,0.86975571
0.93333333,0.925365432,0.816621217,0.8066833,0.851365906
0.98095238,0.938272087,0.83030646,0.76404689,0.867921636
0.96017316,0.936105649,0.78859039,0.82712642,0.853255312
1,0.95274804,0.876735703,0.86752397,0.890405476
1,0.962161223,0.976992704,0.89213316,0.888863885
0.71186441,0.819063615,0.961957921,0.89536639,0.742154011
0.99130435,0.857104707,0.903857993,0.87439162,1
1,0.892260007,0.916970492,0.90756683,1
1,0.919356846,0.993123305,0.9859899,1
0.83333333,0.854797845,1,0.9724688,0.77151208
1,0.893408472,1,0.99531681,0.935640687
1,0.923567564,1,1,0.975874558
1,0.945835947,1,1,0.966211459
1,0.960857425,1,1,0.919349554
1,0.969486874,1,1,0.873240622
1,0.973053282,1,1,0.868517258
1,0.972803077,1,1,0.881883156
1,0.969721311,1,1,0.889094794
1,0.96499008,1,1,0.889519911
1,0.959452349,1,1,0.887418399
1,0.954183702,1,1,0.886737917
1,0.949690815,0.883955278,0.77734727,0.887641981
1,0.946430981,0.854369224,0.87582788,0.888931906
1,0.9445598,0.858872324,0.88919928,0.8882049
0.95238095,0.919757534,0.878384885,0.86409599,0.869991148
0.62903226,0.73970636,0.861255695,0.71575127,0.645483439
0.89361702,0.748643413,0.831789575,0.8318125,0.986311634
0.94262295,0.790534094,0.889786031,0.87682374,1
0.90322581,0.80970939,0.891308425,0.81384448,0.925913186
0.88135593,0.818831386,0.964484514,0.96295578,0.814615252
0.85416667,0.816037081,0.913869821,0.87632856,0.762800936
0.96296296,0.872113025,0.920529727,0.91406231,0.874792244
1,0.932616825,0.939984648,0.94390282,0.91962544
0.49411765,0.717615728,1,0.88574236,0.276017221
1,0.816752645,1,0.97267854,1
1,0.892044435,1,0.99429374,1
1,0.944793701,1,0.99857421,1
1,0.977277551,1,0.99964136,0.926003981
1,0.993161845,1,0.99990477,0.844525364
1,0.997070489,1,0.99996658,0.873337301
1,0.992440223,1,0.99999098,0.895993829
1,0.982499232,1,0.99999942,0.889165581
1,0.970126725,1,0.99999986,0.883189556
1,0.957767278,1,0.99999996,0.882515186
1,0.947161009,1,0.99999998,0.88574618
1,0.939370166,0.910435536,0.83325202,0.88926518
0.92727273,0.898132292,0.881521368,0.88433111,0.873561683
0.73109244,0.77176648,0.857476462,0.83092766,0.808106878
0.19689119,0.41646848,0.795560206,0.58084665,0.115679303
0.88636364,0.525205731,0.859453538,0.76348467,1
0.92682927,0.647442356,0.849905225,0.87636107,1
0.89285714,0.735915143,0.882424084,0.86956485,0.831281017
0.5915493,0.657438742,0.863374277,0.73733306,0.459539517
0.94585987,0.785260863,0.917886008,0.92501667,1
0.95121951,0.884306794,0.910054864,0.92354387,1
0.99906616,0.975860595,0.925789116,0.94964686,0.965933616
0.99646799,1,0.928204977,0.83106677,0.806544727
0.98188998,1,1,1,0.834188591
1,1,1,1,0.920116363
1,1,1,1,0.923244624
1,1,1,1,0.900055158
1,0.988266938,1,1,0.870091156
1,0.960519639,1,1,0.876702346
1,0.936556711,1,1,0.884020084
1,0.919153554,1,1,0.889668847
1,0.909186546,1,1,0.88994487
1,0.906541722,1,1,0.888651297
1,0.91023911,1,1,0.887654579
1,0.918938369,1,1,0.889139196
1,0.930432612,0.91209071,0.85606412,0.889743466
0.65517241,0.769000847,0.831499065,0.77837125,0.650381226
1,0.831578961,0.858525715,0.71822414,1
0.60597826,0.686946809,0.803140974,0.7847513,0.539262182
1,0.788187797,0.867159633,0.87123294,1
0.85217391,0.796104454,0.847802694,0.87237972,0.907938257
0.75766017,0.758320216,0.799117203,0.76171598,0.710537553
0.74257426,0.726425414,0.875770827,0.83115339,0.62622883
0.86641221,0.769326295,0.91420172,0.92542229,0.821996618
0.95635392,0.84858069,0.919268735,0.94349517,0.933360855
0.69389353,0.772607971,0.912688209,0.8831673,0.698220565
0.98382749,0.861333916,0.912361518,0.84317625,1
0.78865979,0.825091693,0.966722174,0.97999455,0.83002581
1,0.901260821,0.972433788,0.99436664,0.911591018
1,0.952287302,0.976117711,0.99880486,0.922739901
1,0.982189971,0.978254897,0.9996241,0.91817288
1,0.995292324,0.9802416,0.99988096,0.896917526
1,0.996015426,0.982102212,0.99996114,0.87312058
1,0.988650036,0.983854679,0.9999873,0.877461038
1,0.977331439,0.985678801,0.99999596,0.885155735
1,0.964579837,0.987350428,0.99999883,0.89064642
1,0.952662538,0.988878094,0.99999967,0.89011422
1,0.94306421,0.990247565,0.9999999,0.889080077
1,0.93666468,0.991637292,0.99999997,0.888510843
1,0.933657958,0.837907756,0.80691437,0.889277586
0.56666667,0.716100658,0.851029846,0.81457517,0.496607928
0.66878981,0.615901415,0.76571935,0.60133838,0.651408949
0.47744361,0.461553311,0.823465957,0.7928569,0.619423351
0.70361991,0.482629091,0.823091207,0.79303865,0.649474494
0.63434903,0.48488716,0.776020824,0.76980192,0.680866108
0.84488449,0.611736154,0.744464237,0.7755248,0.801605915
0.96244132,0.777579366,0.847146618,0.90427774,0.90878082
0.99404762,0.918859872,0.905077009,0.97096146,0.911057155
0.9921875,1,0.853249864,0.88886472,0.889645814
0.85276074,0.996416494,0.924866567,0.94788805,0.865279032
0.7721519,0.925760474,0.869938608,0.7818749,0.848805044
0.55555556,0.750247715,0.948863018,0.9178626,0.648852509
1,0.838773842,0.954462678,1,1
1,0.899031089,0.958385991,1,1
1,0.936460954,0.961004167,0.99999635,0.947995285
1,0.95638384,0.963447185,1,0.804596936
1,0.963865207,0.96574161,1,0.898893734
1,0.963476377,0.967908726,1,0.922052419
1,0.959336811,0.969995953,1,0.918498484
1,0.953558743,0.971748479,1,0.890990103
1,0.948332849,0.973661971,1,0.873536675
1,0.944531419,0.975483084,1,0.881252184
1,0.942786839,0.977213595,1,0.888186401
1,0.943104457,0.761807893,0.74445173,0.891896583
0.95555556,0.922844445,0.819002164,0.87863679,0.877455855
0.9858156,0.925135397,0.793499575,0.66029254,0.872452229
0.8,0.836292331,0.824294849,0.86341701,0.85941483
1,0.874963621,0.826562779,0.8360709,0.894087506
0.91836735,0.867078753,0.853535736,0.87201765,0.879998577
0.93670886,0.873752156,0.856622085,0.85247159,0.866931479
0.76576577,0.795563056,0.924465622,0.87159422,0.853310918
1,0.859232424,0.966370229,0.97817047,0.933455828
0.98574822,0.902248585,0.892035601,0.87793949,0.939640512
0.82352941,0.852705061,0.925672741,0.89456415,0.894963961
0.63520871,0.722067741,0.826166843,0.68283641,0.684988282
1,0.812698687,1,1,1
1,0.883561274,1,1,1
1,0.935679629,1,1,0.950990283
1,0.970571655,1,1,0.797035869
1,0.990388517,1,1,0.883536646
1,0.997978543,1,1,0.933158501
1,0.996732017,1,1,0.939320711
1,0.98965395,1,1,0.915441795
1,0.979002026,1,1,0.88340063
1,0.967079503,1,1,0.875350505
1,0.955815779,1,1,0.884395506
1,0.94645815,1,1,0.890360632
1,0.939811266,0.829371376,0.79886221,0.892645206
0.86363636,0.868029365,0.870885936,0.878584,0.878910537
0.70689655,0.740507586,0.792532812,0.6322958,0.781002316
0.74867725,0.676123188,0.856277628,0.86759661,0.784221964
0.56451613,0.549507279,0.81379322,0.75278814,0.672000593
0.54545455,0.463402381,0.814398619,0.76925565,0.668409234
0.56521739,0.430370498,0.753070256,0.70285697,0.709951535
0.70238095,0.495604994,0.856107919,0.84658048,0.75982319
0.99801784,0.709570754,0.895154223,0.95282977,0.970413314
0.90716924,0.829722053,0.802804972,0.84362181,0.976273558
0.66252073,0.790381498,0.781500188,0.78848843,0.662775458
0.96886228,0.909692414,0.815575561,0.8346005,1
0.99979245,1,0.961951992,1,1
1,1,0.965723857,1,1
1,1,0.968519873,1,0.87619037
1,1,0.970390986,1,0.838706223
1,1,0.972166243,1,0.901203772
1,1,0.97385706,1,0.900776763
1,0.974255949,0.975472999,1,0.885063904
1,0.943917889,0.977009248,1,0.88089502
1,0.920413349,0.97849903,1,0.883807778
1,0.905189047,0.979946164,1,0.88868483
1,0.899033031,0.981349297,1,0.892183426
1,0.900814645,0.982688801,1,0.891627056
1,0.908981163,0.815755142,0.814307,0.889480184
0.5915493,0.716186211,0.79933544,0.77077581,0.545676638
0.71428571,0.646975542,0.751057842,0.64152534,0.69754432
0.8,0.654578215,0.767183048,0.79499636,0.841145662
0.975,0.763379243,0.758730784,0.80023296,0.981104431
1,0.866115582,0.795068714,0.86427984,0.990456502
1,0.944481246,0.81042994,0.85947801,0.946244635
0.7972973,0.895459235,0.957284311,0.95932674,0.843026898
0.66091954,0.785472077,0.936496856,0.8718011,0.734158945
0.96,0.852579625,0.814479286,0.80030477,0.996250349
1,0.919586479,0.883285593,0.92391286,1
0.79406308,0.85916955,0.895929547,0.8536552,0.788836529
1,0.913279038,1,1,0.972147367
1,0.948111549,1,1,1
1,0.967471521,1,1,1
1,0.975172183,1,1,0.980003116
1,0.974820737,1,1,0.915160058
1,0.969626128,1,1,0.873503986
1,0.96229496,1,1,0.877966125
1,0.955107326,1,1,0.888461787
1,0.948929671,1,1,0.892746723
1,0.944812864,1,1,0.890470597
1,0.942679285,1,1,0.88976832
1,0.942579154,1,1,0.891278619
1,0.944033877,0.785605302,0.75977165,0.891436724
1,0.946734596,0.823681375,0.86336704,0.891766414
1,0.950216138,0.819153573,0.7747925,0.891158248
1,0.953394486,0.877501828,0.91422749,0.892081872
1,0.956334078,0.87460257,0.85918406,0.891610887
1,0.958286588,0.899626933,0.89391953,0.891493707
0.75824176,0.837927295,0.844523173,0.75964005,0.823099135
0.79,0.768049761,0.92894701,0.86825884,0.808569986
